Index,Action,TimeStamp,Object,// Reference is Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordStart,2021-02-24T11:06:02.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordEnd,2021-02-24T11:07:02.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordName,5b3f5d2c-9ea0-47a6-aa35-7551cfdaa330.mp4,collectedData,[accData,[accDate,2021-02-24T11:06:02.117,accInterval,0.1,accXyz,[x,-0.062249243,y,-0.18674773,z,9.787796020507812],degree,0,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:36.292,gyroInterval,34.3,gyroXyz,[x,-0.017638734,y,0.054672439,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:36.581,gyroInterval,34.6,gyroXyz,[x,-0.022525655,y,0.069944069,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:36.977,gyroInterval,35,gyroXyz,[x,0.01779145,y,-0.052839845,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:37.305,gyroInterval,35.3,gyroXyz,[x,0.014126259,y,-0.041233405,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:37.743,gyroInterval,35.7,gyroXyz,[x,-0.009697486,y,0.032070424,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:38.054,gyroInterval,36,gyroXyz,[x,0.023900103,y,-0.072998397,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:38.380,gyroInterval,36.4,gyroXyz,[x,0.020234911,y,-0.060170226,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:38.748,gyroInterval,36.7,gyroXyz,[x,0.011682798,y,-0.035735618,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:39.081,gyroInterval,37.1,gyroXyz,[x,0.022678372,y,-0.067500606,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:39.527,gyroInterval,37.5,gyroXyz,[x,-0.003588833,y,0.011911872,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:39.818,gyroInterval,37.8,gyroXyz,[x,-0.002367103,y,0.007635816,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:40.190,gyroInterval,38.2,gyroXyz,[x,-0.018249599,y,0.058337633,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:40.576,gyroInterval,38.6,gyroXyz,[x,-0.007254025,y,0.022296581,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:40.920,gyroInterval,38.9,gyroXyz,[x,-0.017027868,y,0.055283304,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:41.240,gyroInterval,39.2,gyroXyz,[x,-0.013362677,y,0.04428773,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:41.627,gyroInterval,39.6,gyroXyz,[x,-0.010919216,y,0.037568212,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:42.050,gyroInterval,40,gyroXyz,[x,0.020234911,y,-0.060781091,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:42.319,gyroInterval,40.3,gyroXyz,[x,-0.001756238,y,0.004581489,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:42.756,gyroInterval,40.7,gyroXyz,[x,0.009239336,y,-0.026572637,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:43.047,gyroInterval,41,gyroXyz,[x,0.021456642,y,-0.063224554,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:43.494,gyroInterval,41.5,gyroXyz,[x,-0.024969118,y,0.077885322,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:43.802,gyroInterval,41.8,gyroXyz,[x,-0.021914791,y,0.069333203,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:44.130,gyroInterval,42.1,gyroXyz,[x,0.020234911,y,-0.062613688,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:44.497,gyroInterval,42.5,gyroXyz,[x,0.022067508,y,-0.066889748,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:44.895,gyroInterval,42.9,gyroXyz,[x,-0.024358252,y,0.076663591,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:45.257,gyroInterval,43.2,gyroXyz,[x,-0.019471331,y,0.062002823,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:45.658,gyroInterval,43.6,gyroXyz,[x,0.022067508,y,-0.066278882,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:46.014,gyroInterval,44,gyroXyz,[x,-0.015806139,y,0.051007248,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:46.322,gyroInterval,44.3,gyroXyz,[x,0.007406741,y,-0.018631389,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:46.642,gyroInterval,44.6,gyroXyz,[x,-0.010919216,y,0.035735618,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:47.002,gyroInterval,45,gyroXyz,[x,0.014737124,y,-0.043065999,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:47.392,gyroInterval,45.4,gyroXyz,[x,0.016569721,y,-0.04795292,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:47.719,gyroInterval,45.7,gyroXyz,[x,-0.020082194,y,0.063224554,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:48.115,gyroInterval,46.1,gyroXyz,[x,-0.016417004,y,0.051618114,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:48.532,gyroInterval,46.5,gyroXyz,[x,-0.006643159,y,0.022907447,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:48.798,gyroInterval,46.8,gyroXyz,[x,-0.002977968,y,0.012522737,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:49.208,gyroInterval,47.2,gyroXyz,[x,0.011071933,y,-0.031459559,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:49.566,gyroInterval,47.6,gyroXyz,[x,-0.018249599,y,0.057726767,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:49.879,gyroInterval,47.9,gyroXyz,[x,-0.012140946,y,0.038789943,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:50.249,gyroInterval,48.2,gyroXyz,[x,0.006185011,y,-0.018020526,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:50.606,gyroInterval,48.6,gyroXyz,[x,-0.007254025,y,0.023518313,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:51.144,gyroInterval,49.1,gyroXyz,[x,0.007406741,y,-0.02107485,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:51.401,gyroInterval,49.4,gyroXyz,[x,0.016569721,y,-0.047342058,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:51.860,gyroInterval,49.8,gyroXyz,[x,-0.004810564,y,0.015577064,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:52.053,gyroInterval,50,gyroXyz,[x,-0.006032294,y,0.019853121,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:52.398,gyroInterval,50.4,gyroXyz,[x,-0.006032294,y,0.020463986,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:52.833,gyroInterval,50.8,gyroXyz,[x,0.002519819,y,-0.005192355,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:53.124,gyroInterval,51.1,gyroXyz,[x,-0.009697486,y,0.032070424,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:53.548,gyroInterval,51.5,gyroXyz,[x,-0.016417004,y,0.05222898,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:53.843,gyroInterval,51.8,gyroXyz,[x,0.015347989,y,-0.04428773,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:54.284,gyroInterval,52.3,gyroXyz,[x,-0.014584408,y,0.04795292,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:54.574,gyroInterval,52.6,gyroXyz,[x,0.014737124,y,-0.041233405,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:54.936,gyroInterval,52.9,gyroXyz,[x,0.006795876,y,-0.01740966,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:55.319,gyroInterval,53.3,gyroXyz,[x,0.020845776,y,-0.061391957,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:55.658,gyroInterval,53.6,gyroXyz,[x,0.004352415,y,-0.009468411,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:56.058,gyroInterval,54,gyroXyz,[x,0.021456642,y,-0.062002823,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:56.363,gyroInterval,54.4,gyroXyz,[x,0.008017606,y,-0.019853121,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:56.875,gyroInterval,54.9,gyroXyz,[x,-0.00786489,y,0.028405234,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:57.085,gyroInterval,55.1,gyroXyz,[x,0.020845776,y,-0.062002823,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:57.444,gyroInterval,55.4,gyroXyz,[x,-0.001756238,y,0.008857546,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:57.914,gyroInterval,55.9,gyroXyz,[x,0.011071933,y,-0.030848695,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:58.157,gyroInterval,56.1,gyroXyz,[x,-0.00786489,y,0.025961773,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:58.568,gyroInterval,56.6,gyroXyz,[x,-0.006643159,y,0.024740042,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:58.900,gyroInterval,56.9,gyroXyz,[x,-0.015195273,y,0.048563786,z,0.001832595793530345],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:59.298,gyroInterval,57.3,gyroXyz,[x,0.021456642,y,-0.062002823,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:59.605,gyroInterval,57.6,gyroXyz,[x,0.020234911,y,-0.058948494,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:06:59.962,gyroInterval,57.9,gyroXyz,[x,-0.00786489,y,0.024740042,z,0.0012217304902151227],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:07:00.341,gyroInterval,58.3,gyroXyz,[x,0.010461068,y,-0.029626964,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:07:00.867,gyroInterval,58.9,gyroXyz,[x,-0.001145372,y,0.00702495,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:07:01.230,gyroInterval,59.2,gyroXyz,[x,0.002519819,y,-0.004581489,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:07:01.488,gyroInterval,59.5,gyroXyz,[x,0.002519819,y,-0.005192355,z,0.0024434609804302454],degree,0,,,,,,,,,,,,,,,,,,,,
gyroDate,2021-02-24T11:07:01.965,gyroInterval,60,gyroXyz,[x,0.002519819,y,-0.005192355,z,0.0024434609804302454],degree,0],beaconData,[beaconDate,2021-02-24T11:06:03.128,beaconInterval,1.1,beaconData,[distance,1.290640613,major,100,minor,4,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,
beaconDate,2021-02-24T11:06:03.434,beaconInterval,1.4,beaconData,[distance,0.009407996,major,100,minor,1,proximity,immediate,rssi,-34,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:03.659,beaconInterval,1.6,beaconData,[distance,0.009407996,major,100,minor,3,proximity,immediate,rssi,-37,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:03.922,beaconInterval,1.9,beaconData,[distance,1.144019169,major,100,minor,2,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:04.185,beaconInterval,2.2,beaconData,[distance,0.127025893,major,100,minor,3,proximity,immediate,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:04.434,beaconInterval,2.4,beaconData,[distance,0.97085,major,100,minor,3,proximity,immediate,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:04.953,beaconInterval,2.9,beaconData,[distance,1.144019169,major,100,minor,2,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:05.224,beaconInterval,3.2,beaconData,[distance,1.213872246,major,100,minor,4,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:05.935,beaconInterval,3.9,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:06.075,beaconInterval,4.1,beaconData,[distance,1.060733997,major,100,minor,3,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:06.410,beaconInterval,4.4,beaconData,[distance,1.065628861,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:06.669,beaconInterval,4.7,beaconData,[distance,1.12757402,major,100,minor,2,proximity,near,rssi,-67,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:07.008,beaconInterval,5,beaconData,[distance,1.06858501,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:07.254,beaconInterval,5.2,beaconData,[distance,1.185131396,major,100,minor,4,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:07.497,beaconInterval,5.5,beaconData,[distance,1.080555138,major,100,minor,3,proximity,near,rssi,-66,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:07.735,beaconInterval,5.7,beaconData,[distance,1.09806516,major,100,minor,3,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:07.802,beaconInterval,5.8,beaconData,[distance,1.678616986,major,10001,minor,19641,proximity,near,rssi,-71,uuid,fda50693-a4e2-4fb1-afcf-c6eb07647825],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:08.114,beaconInterval,6.1,beaconData,[distance,1.201764463,major,100,minor,2,proximity,near,rssi,-66,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:08.427,beaconInterval,6.4,beaconData,[distance,1.122179636,major,100,minor,3,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:08.697,beaconInterval,6.7,beaconData,[distance,1.125256835,major,100,minor,3,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:08.984,beaconInterval,7,beaconData,[distance,1.103637468,major,100,minor,3,proximity,near,rssi,-58,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:09.156,beaconInterval,7.1,beaconData,[distance,0.814250938,major,100,minor,1,proximity,immediate,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:09.416,beaconInterval,7.4,beaconData,[distance,1.108004945,major,100,minor,3,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:09.662,beaconInterval,7.6,beaconData,[distance,1.09895349,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:09.986,beaconInterval,8,beaconData,[distance,1.086073796,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:10.255,beaconInterval,8.2,beaconData,[distance,1.117895234,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:10.469,beaconInterval,8.5,beaconData,[distance,1.201764463,major,100,minor,2,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:10.677,beaconInterval,8.7,beaconData,[distance,1.213872246,major,100,minor,2,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:11.007,beaconInterval,9,beaconData,[distance,1.118881497,major,100,minor,4,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:11.254,beaconInterval,9.2,beaconData,[distance,1.080555138,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:11.560,beaconInterval,9.5,beaconData,[distance,1.080555138,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:11.752,beaconInterval,9.7,beaconData,[distance,1.633288261,major,10001,minor,19641,proximity,near,rssi,-63,uuid,fda50693-a4e2-4fb1-afcf-c6eb07647825],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:11.972,beaconInterval,10,beaconData,[distance,1.126491675,major,100,minor,4,proximity,near,rssi,-70,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:12.246,beaconInterval,10.2,beaconData,[distance,1.134573574,major,100,minor,4,proximity,near,rssi,-71,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:12.791,beaconInterval,10.8,beaconData,[distance,1.06773892,major,100,minor,3,proximity,near,rssi,-56,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:13.009,beaconInterval,11,beaconData,[distance,1.148471627,major,100,minor,4,proximity,near,rssi,-70,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:13.260,beaconInterval,11.2,beaconData,[distance,1.06998115,major,100,minor,1,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:13.560,beaconInterval,11.5,beaconData,[distance,1.060733997,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:13.886,beaconInterval,11.9,beaconData,[distance,1.182492414,major,100,minor,4,proximity,near,rssi,-73,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:14.074,beaconInterval,12.1,beaconData,[distance,1.05106348,major,100,minor,3,proximity,near,rssi,-57,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:14.341,beaconInterval,12.3,beaconData,[distance,1.25563254,major,100,minor,2,proximity,near,rssi,-66,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:14.599,beaconInterval,12.6,beaconData,[distance,1.037788299,major,100,minor,3,proximity,near,rssi,-57,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:14.837,beaconInterval,12.8,beaconData,[distance,1.029876174,major,100,minor,3,proximity,near,rssi,-58,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:15.057,beaconInterval,13,beaconData,[distance,1.266851336,major,100,minor,2,proximity,near,rssi,-65,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:15.327,beaconInterval,13.3,beaconData,[distance,1.302204267,major,100,minor,4,proximity,near,rssi,-69,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:15.633,beaconInterval,13.6,beaconData,[distance,1.019773513,major,100,minor,3,proximity,near,rssi,-57,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:16.124,beaconInterval,14.1,beaconData,[distance,1.061621002,major,100,minor,1,proximity,near,rssi,-40,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:16.348,beaconInterval,14.3,beaconData,[distance,1.010946748,major,100,minor,3,proximity,near,rssi,-37,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:16.886,beaconInterval,14.9,beaconData,[distance,1.018440348,major,100,minor,1,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:17.109,beaconInterval,15.1,beaconData,[distance,1.283361433,major,100,minor,2,proximity,near,rssi,-69,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:17.446,beaconInterval,15.4,beaconData,[distance,1.008757783,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:17.629,beaconInterval,15.6,beaconData,[distance,1.009460407,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:17.920,beaconInterval,15.9,beaconData,[distance,1.010096907,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:18.164,beaconInterval,16.2,beaconData,[distance,1.010676198,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:18.424,beaconInterval,16.4,beaconData,[distance,1.011205662,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:18.671,beaconInterval,16.7,beaconData,[distance,1.228655268,major,100,minor,2,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:18.941,beaconInterval,16.9,beaconData,[distance,1.010676198,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:19.184,beaconInterval,17.2,beaconData,[distance,1.011205662,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:19.438,beaconInterval,17.4,beaconData,[distance,1.011691461,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:19.778,beaconInterval,17.8,beaconData,[distance,1.28470479,major,100,minor,4,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
